cn0_mean,cn0_std,agc_level,sv_count,pos_variance,delta_pseudorange
32.87418159900839,6.612704645518193,-66.29362184837922,8.13929932781097,7.966835832279007,12.047772068088035
33.637261231992554,6.859851274779775,-65.22836749475383,12.601482406004381,7.620031925990952,11.108159085031449
33.069473286022976,7.03299678591072,-66.39898930078998,9.396318635003695,8.06875592380791,11.472713793886749
33.28326970112689,7.2089839112888665,-66.01130555888015,11.113455162197232,8.674323194772862,12.032657169881258
33.555934995251185,7.199201751292499,-66.22667318816191,12.365201453429757,8.435624683540201,11.71744448198819
32.62880997571137,6.791063369328597,-67.70378443628417,10.852543539618381,8.010421670258982,11.795533680980709
33.878020387091915,7.368648686298366,-66.39995124913808,9.438093325368026,8.203483654220253,11.132955313060616
34.72381921760138,7.938403152222939,-64.51699865685553,11.598451961400958,9.231373969231932,11.628754287500415
33.981418721308806,7.187013050187341,-67.6439618588132,10.386534957844217,8.579054366437163,11.936884358674618
34.88663072434399,6.65846761902378,-64.83048013021462,11.332150715173022,7.718283921132664,11.591681994639282
33.342813354621896,8.055533788259048,-66.83036920027789,10.70014399757935,9.50101784422018,11.794398849233215
33.12189291418493,7.770880599462853,-65.19031981504894,9.496249513555998,8.947730155650985,11.514435257529861
33.13737577685288,7.8472401773892795,-64.788303797221,10.103473595743322,9.14961424578646,11.659658732186875
34.61193862641043,7.2528313109684746,-65.84598972222369,8.60680910925225,8.270683578402858,11.40338610370695
33.70937486451042,8.015075279095795,-65.0696049946017,11.443869416220647,9.16928373640315,11.440046932956024
33.542867482688514,7.302937492151111,-65.26476793073492,12.205504204969646,8.414760867579291,11.522433098493751
33.40195176399457,7.307981262727724,-66.31840625565496,10.278125529756776,8.305945940229986,11.365581877709642
34.30425628728613,7.50084794832998,-66.86823644137093,11.234269359491526,8.507256683015338,11.341726617601186
33.610977667065455,6.727057258146804,-66.53958720854872,10.769375123643615,7.710471058431344,11.461878147526656
33.171909867125024,7.369414770809016,-65.7682291572479,9.643228963684527,8.214451301606102,11.146680648434064
33.32589615746257,6.657707036164979,-66.48845433830121,11.843122490076986,7.477002830035376,11.23059754570146
34.58291190772256,7.143526214581774,-65.94068933618634,11.364012401083372,8.127697944333637,11.377711371371346
34.80642691690306,7.789942731419883,-68.44056584259829,9.38856852095397,9.232993283863808,11.852453351965654
33.47697512694505,6.842432000247095,-66.13094133277072,9.601509298048692,7.539384793672628,11.01857467257309
33.79824940202699,6.78359753386415,-65.35445514207443,9.422874310855908,7.993683518120543,11.78384106400117
34.44529485154077,6.767514289943184,-66.45692647687387,6.287249439110098,7.522336439099518,11.115360997874848
33.66250887782907,7.2960742208214295,-65.80709817059405,10.862362978741514,8.634011386839823,11.83377680314738
33.407624240309815,7.375237243954258,-68.0254575020481,9.14763734168573,8.309879024867156,11.267270122976797
34.28662083152156,7.785052049590917,-65.05963045060706,10.066519480798535,9.257984694707291,11.89200102418554
34.11282641822909,7.409009982570673,-66.43992040538805,13.568819784824834,8.583567316716772,11.585309423133706
34.8450111310688,6.405139737992667,-78.63707808308554,11.989981183119854,10.394273886696629,16.22802048336596
34.18552120856078,5.8422110964942915,-79.12705385548847,7.637453842418348,9.351950651162253,16.00755347025039
35.97851986298635,6.237988357280298,-81.54918514284697,7.06984501381813,9.904596387675515,15.877869307203742
36.330472624822356,7.019393945771838,-79.09121765938337,12.075034227409489,11.15189230514538,15.887258061449549
35.18175913369833,4.990780785615774,-79.06959430788395,10.665289954993979,7.744955347013586,15.518524414728414
35.565111173576256,7.0355434679681625,-80.54648661849407,9.825167185144702,11.354361201447581,16.138570180317107
34.4414903627999,7.426621175492642,-78.53394310112367,11.835838798721198,11.925874156722411,16.058277209664343
35.48192512142469,6.455988779245762,-81.05504235689862,9.265664613854216,10.35467387777652,16.038865976756284
34.19921836580356,6.509048388827882,-80.49871786584241,11.767002079994523,10.571389425182327,16.24106750124494
34.481106618997224,6.361173650252307,-81.2879068981842,9.307622506351931,10.226220135245491,16.075995873560032
34.24573517966491,6.6573038978374415,-79.18583775070798,8.702384954807526,10.653059292494696,16.00206248051142
34.884514309241546,6.944934419997815,-80.23572600432082,10.946115815667017,10.882070191634547,15.66907552114505
34.43307904822469,6.37925723875623,-78.1319379904973,11.681048120196888,10.914228113719638,17.1089324434385
35.829638623268984,6.520074020075085,-79.39942081362315,10.14126150631075,10.130681256443118,15.537678292073211
34.127656126636566,6.759385368617347,-80.88132652475686,11.339344257537993,10.593211243444788,15.671855746866022
35.317873893535584,6.003381203949466,-79.08032256354034,10.13719070986281,9.474160162139125,15.781373596443158
34.86130076067142,6.9237803486959715,-79.01324551527831,11.387531969108586,11.48724438205332,16.59100058570869
34.55092930554226,6.25410440124368,-80.96676501926831,10.509835855236133,10.048954591721694,16.06777557106878
34.89139151627928,6.714858744764164,-80.36035870287266,10.055540580024896,10.80962337466871,16.098065179848188
34.43378456996736,6.470459464778125,-78.60430977548172,9.277473901837002,10.319626463168387,15.948831020954785
35.77114570891955,6.335352024471038,-80.53968227992428,9.560905680716694,10.268873645273246,16.20884460028191
35.42921057382718,7.025608963220518,-79.99296504511898,10.18119146546286,11.09501888003644,15.792252227699441
34.2402352039867,6.748734507995172,-80.7329314956927,11.559930857594441,10.899728417011312,16.150773754840245
33.916878213543114,6.930285589860143,-78.86013247457684,8.268524438642384,11.292097211220735,16.29384109039093
34.962894488485155,5.77820563968034,-79.31901415296439,6.274807395528877,9.102330690157299,15.752867339385405
35.886619957950046,6.9621900561143315,-80.05680435575587,8.53049911106031,10.987337041991752,15.781437957647332
34.947613422600455,7.003837503293437,-79.84853782494869,11.76944912180121,11.168606383773273,15.94640991959254
34.27300188272047,6.350131531937204,-81.20503309482388,10.380564472908807,10.627635300247302,16.73608687756611
34.335697978695755,6.813505729629108,-79.48704831675884,9.228307976816552,10.972656052448498,16.10427361164895
35.418196026613,5.6664055619300875,-78.12104333093406,10.888603815170505,9.483965805197077,16.737181448704234
