cn0_mean,cn0_std,agc_level,sv_count,pos_variance,delta_pseudorange
34.51844671524778,9.080349089436377,-36.36110973895168,9.331536215435879,3.667765112200185,4.0392335978217835
34.986797697464525,8.186800007883603,-36.764318409415765,8.97752581391033,2.8674813698933486,3.502566774725245
34.590999108907376,8.174919568222464,-38.54658023848326,6.090764568666911,3.119768483370665,3.8162681080041745
34.43596269375178,8.229951235971129,-38.44781087608132,7.368213131603802,3.5001188202136277,4.252903473978623
35.10549137516367,8.771028837532596,-36.260935563637766,7.0275325531487205,3.355478667933756,3.8256386224329137
35.49066786734578,8.460815565167248,-37.56624427424388,7.51196805260882,3.234879264510239,3.8233657731863033
34.94829451216817,8.103970220138656,-36.14731260807997,4.0,3.2839964317876857,4.052330330171793
35.88045554110945,9.925681271960698,-36.29771778373784,8.684723490036667,4.184810332002861,4.216144179266198
35.46968424406542,8.027798588843504,-36.671752011776356,8.218623221166302,3.0911085120863313,3.8505058116208177
34.17352123921293,8.19646499429467,-36.28604517668278,7.874069407309809,2.898468417622839,3.5362420502501766
35.1011463637016,8.66683109175175,-37.1750254244293,6.826265337014524,3.1806015162248675,3.669855201460954
33.659217240550504,8.573773331979586,-36.699637919399855,5.208342827998155,3.3400306027855446,3.8956366974707146
35.24441540136895,8.898459803567919,-36.559725789292685,9.028003106665574,3.7520856990675266,4.2165563276052485
35.71754063253859,9.299969020504351,-36.31024851174707,7.493002098896675,3.27230287214783,3.518616959834097
34.17376247936214,8.186561230670636,-37.19888934788377,7.283496362422513,3.072712070120879,3.7533611287350803
34.95702247923062,9.543335379753026,-37.21694591476396,6.7820012337891455,3.4776436475720374,3.6440547347315753
34.0945578039007,9.235041377901423,-36.53639761651726,8.401699394723298,3.3728999205925265,3.6522845784573907
34.999548877970376,9.344593513575704,-37.91688316309705,5.828517852827726,3.164333522940513,3.3862719853393415
34.58394258855089,8.516028938229875,-37.3076089031629,7.121210455605533,3.1284308772491443,3.6735794346647834
34.92595317093906,8.634062155953703,-38.97828643413514,6.992971952127256,3.30705195106779,3.830238758227353
34.4079689679618,8.541749157907445,-35.47394455040487,5.42411276880777,3.5644557370478895,4.172981050079336
34.51980191345437,8.778757962536124,-38.02097244205063,6.966793246636346,3.564375527650026,4.0602275889837856
34.3500598133055,7.941270936393192,-38.76793570601804,6.263733909006422,2.7680198556467,3.4856131692490693
35.25952697491145,8.80424939663746,-38.69526855782037,4.913310710142918,3.006034424843099,3.4142994926872143
34.73067150413421,8.893015479390554,-37.152169158188144,9.690887935288055,3.1678551969081066,3.5621833834086636
34.62727587037526,8.390252682335982,-37.411266075855174,7.218651109358685,3.17766056310812,3.787324033515768
35.475395542803675,9.143257587323523,-37.11885457748478,9.904349969061037,3.718710429845674,4.067161396613611
34.22589837817557,8.413558563484122,-38.21385059265175,6.557459706672393,2.784307539623365,3.30931022659972
34.029970367195126,10.360472428894354,-36.357590864700406,4.0,4.210690931277211,4.064188153750597
34.823766989211464,9.143648481879794,-37.834067232884586,7.512675048671799,3.2408740125354694,3.544399173872436
20.00726541423392,8.481273361946736,-49.754225464361845,6.189629307425681,2.9016240508817095,3.421212743714335
21.219611833834435,9.478942656120546,-51.995229751669406,7.966709248864419,3.408147007630172,3.595492800486069
20.90394919316222,9.834093745546324,-49.98253800410796,5.417334034655237,3.3557934886756,3.412407462757181
21.042489921086364,8.508136577863336,-49.168767797957024,8.22790371256676,3.5972004393640917,4.227953332017929
18.696976432610285,8.763925322000967,-51.333616071969395,6.768535245585536,2.9920924045559167,3.4141007535111747
