"id";"id_projet";"intitule_financement";"code_projet";"intitule_projet";"id_rc_org_benef";"id_rc_org_benef_p";"code_benef";"benef_ar";"benef_fr";"benef_en";"cout_glob";"id_nm_devise_c";"code_devise_c";"symb_devise_c";"besoin_fin_ext";"id_rc_bailleur";"code_bailleur";"bailleur_ar";"bailleur_fr";"bailleur_en";"id_rc_entite_charge";"dt_env_bailleur";"num_fin";"id_nm_type_fin";"code_type_fin";"type_fin_ar";"type_fin_fr";"type_fin_en";"id_nm_categ_fin";"code_categ_fin";"categ_fin_ar";"categ_fin_fr";"categ_fin_en";"id_nm_nature_pret";"code_nature_pret";"nature_pret_ar";"nature_pret_fr";"nature_pret_en";"montant";"id_nm_devise";"code_devise";"symb_devise";"devise_ar";"devise_fr";"devise_en";"cour_ref";"montant_tnd";"taux_interet";"dt_limite_don";"is_draft";"dt_maj";"id_nm_type_taux";"code_type_taux";"type_taux_ar";"type_taux_fr";"dt_recept_bail";"id_nm_fin_islam";"code_fin_islam";"fin_islam_ar";"fin_islam_fr";"dt_signatures";"dt_cloture_init";"dt_cloture_act";"mnt_engage";"id_nm_type_dest_fin";"code_dest_fin";"dest_fin_ar";"dest_fin_fr";"mnt_decaiss";"mnt_reste_decaiss";"pourc_decaiss";"nbr_prorog";"is_ligne_fin";"id_ligne_fin";"id_type_appui";"comm_eng"
3 178,00;1 347,00;"Routes et pistes rurales 3";"P26077";"Routes et pistes rurales 3";null;null;"null";"null";"null";"null";400,00;37,00;"KWD";"KD";220,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"608-14";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";40,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;399,28;"3";null;false;20/04/2026 08:33;null;"null";"null";"null";null;null;"null";"null";"null";08/04/2014;23/12/2019;31/12/2026;"null";1,00;"01";"مشروع";"Projet";37,90;2,10;94,75;2;false;null;null;null
3 108,00;1 196,00;"Projet de Modernisation de l'Infrastructure Routière II (PMIR-II)";"P26030";"Projet de Modernisation de l'Infrastructure Routière  (PMIR-II)";null;null;"null";"null";"null";"null";219,35;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"2000200005201";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";103,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;352,60;"null";null;false;20/04/2026 08:41;null;"null";"null";"null";null;null;"null";"null";"null";14/12/2021;31/12/2028;31/12/2028;"null";1,00;"01";"مشروع";"Projet";29,00;74,00;28,16;0;false;null;null;null
3 201,00;1 351,00;"logements sociaux (deuxième phase)";"P26078";"logements sociaux (deuxième phase)";null;null;"null";"null";"null";"null";479,00;35,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"26/702";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";318,00;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;244,86;"2";null;false;20/04/2026 08:44;null;"null";"null";"null";null;null;"null";"null";"null";27/07/2017;12/01/2022;12/01/2022;"null";1,00;"01";"مشروع";"Projet";0,00;318,00;0,00;0;false;null;null;0,00
3 124,00;1 208,00;"Projet d’amélioration de la qualité des eaux usées épurées pour une meilleure résilience aux changements climatiques-PAQEE-RCC";"P26042";"Projet d’Amélioration de la Qualité des Eaux Usées Épurées pour une meilleure Résilience aux Changements Climatiques (PAQEE-RCC)";null;null;"null";"null";"null";"null";81,90;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"20001300008183";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";81,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;277,81;"null";null;false;20/04/2026 09:00;null;"null";"null";"null";null;null;"null";"null";"null";31/12/2024;31/12/2028;31/12/2028;"null";1,00;"01";"مشروع";"Projet";1,40;79,60;1,73;0;false;null;null;0,25
3 344,00;1 206,00;"Projet d'Appui au Développement Inclusif et Durable de la Filière Céréalière (PADIDFIC)";"P26040";"Projet d'Appui au Développement Inclusif et Durable de la Filière Céréalière (PADIDFIC)";null;null;"null";"null";"null";"null";87,10;38,00;"USD";"$";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"P-TN-AA0-031";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";87,10;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;266,87;"null";null;false;20/04/2026 09:06;null;"null";"null";"null";null;null;"null";"null";"null";19/07/2023;30/06/2027;30/06/2027;"null";1,00;"01";"مشروع";"Projet";53,59;33,51;61,53;0;false;null;null;null
3 179,00;1 355,00;"Réalisation et équipement de deux hôpitaux, catégorie « b », à El Jem et Sbiba »";"P26079";"Réalisation et équipement de deux hôpitaux, catégorie « b », à El Jem et Sbiba »";null;null;"null";"null";"null";"null";46,48;38,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"27/703";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";150,00;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;115,50;"2 %";null;false;20/04/2026 09:15;null;"null";"null";"null";null;null;"null";"null";"null";27/07/2017;27/01/2020;31/12/2026;"null";1,00;"01";"مشروع";"Projet";76,96;73,04;51,31;1;false;null;null;null
3 116,00;1 200,00;"PROJET D’AMENAGEMENT ET D’EQUIPEMENT DU RESEAU DE TRANSPORT D’ELECTRICITE (PAERTE)  BAD)";"P26034";"Projet d’Aménagement  ET d’Equipement  du Réseau de Transport d’Électricité  (PAERTE)  BAD";null;null;"null";"null";"null";"null";290,00;39,00;"EUR";"€";138,00;30,00;"AGTF";"تمويل التجارة العالمية بأفريقيا";"Financement du commerce mondial en Afrique";"null";9,00;null;"5058000000951";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";30,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;101,76;"null";null;false;20/04/2026 09:21;null;"null";"null";"null";null;null;"null";"null";"null";17/12/2019;31/12/2025;31/12/2027;"null";1,00;"01";"مشروع";"Projet";2,39;27,61;7,97;2;false;null;null;null
3 111,00;1 200,00;"P26034 : PROJET D’AMENAGEMENT ET D’EQUIPEMENT DU RESEAU DE TRANSPORT D’ELECTRICITE (PAERTE)  BAD)";"P26034";"Projet d’Aménagement  ET d’Equipement  du Réseau de Transport d’Électricité  (PAERTE)  BAD";null;null;"null";"null";"null";"null";290,00;39,00;"EUR";"€";138,00;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"2000200004557";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";7,00;"07";"قرض بضمان بسيط";"Avec Garanti - A première demande";"A première demande";108,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;366,34;"null";null;false;20/04/2026 09:21;null;"null";"null";"null";null;null;"null";"null";"null";17/12/2019;31/12/2024;31/12/2027;"null";1,00;"01";"مشروع";"Projet";8,60;99,40;7,96;1;false;null;null;0,25
3 182,00;1 358,00;"Barrage MALLEGUE Amont";"P26080";"Barrage MALLEGUE Amont";null;null;"null";"null";"null";"null";211,00;37,00;"KWD";"KD";300,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"609-14";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";30,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;299,46;"3%";null;false;20/04/2026 09:30;null;"null";"null";"null";null;null;"null";"null";"null";24/06/2014;05/01/2023;31/12/2027;"null";1,00;"01";"مشروع";"Projet";21,28;8,72;70,93;1;false;null;null;null
3 183,00;1 366,00;"Amélioration de la desserte en eau potable en milieu rural dans le gouvernorat de Bizerte";"P26081";"Amélioration de la desserte en eau potable en milieu rural dans le gouvernorat de Bizerte";null;null;"null";"null";"null";"null";89,47;38,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"29/735";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";318,75;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;245,44;"2%";null;false;20/04/2026 09:41;null;"null";"null";"null";null;null;"null";"null";"null";14/12/2018;31/12/2024;31/12/2026;"null";1,00;"01";"مشروع";"Projet";207,62;111,13;65,14;1;false;null;null;null
3 125,00;1 209,00;"Projet de Développement R.T.D du Gaz Naturel";"P26043";"Projet de Développement R.T.D du Gaz Naturel";null;null;"null";"null";"null";"null";56,00;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"2000130013480";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";49,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;167,53;"null";null;false;20/04/2026 09:41;null;"null";"null";"null";null;null;"null";"null";"null";23/09/2015;31/12/2019;31/12/2025;"null";1,00;"01";"مشروع";"Projet";27,53;21,47;56,18;3;false;null;null;null
3 184,00;1 367,00;"Rehabilitation des routes classées et pistes rurales ";"P26082";"Rehabilitation des routes classées et pistes rurales ";null;null;"null";"null";"null";"null";520,00;37,00;"KWD";"KD";500,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"624-15";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";50,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;499,10;"3%";null;false;20/04/2026 09:44;null;"null";"null";"null";null;null;"null";"null";"null";09/10/2015;25/08/2020;31/12/2026;"null";1,00;"01";"مشروع";"Projet";48,91;1,09;97,82;1;false;null;null;null
3 185,00;1 371,00;"logements sociaux ( phase 1)";"P26083";"logements sociaux ( phase 1)";null;null;"null";"null";"null";"null";650,00;38,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"24/589";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";562,50;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;433,13;"2%";null;false;20/04/2026 10:05;null;"null";"null";"null";null;null;"null";"null";"null";28/03/2013;30/06/2017;31/12/2026;"null";1,00;"01";"مشروع";"Projet";344,64;217,86;61,27;1;false;null;null;0,00
3 186,00;1 372,00;"Barrages saida et kalaa kebira et conduites liées";"P26084";"Barrages saida et kalaa kebira et conduites liées";null;null;"null";"null";"null";"null";589,00;37,00;"KWD";"KD";500,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"631-15";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";50,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;499,10;"3%";null;false;20/04/2026 10:14;null;"null";"null";"null";null;null;"null";"null";"null";26/11/2016;09/11/2023;30/06/2027;"null";1,00;"01";"مشروع";"Projet";32,90;17,10;65,80;1;false;null;null;null
3 217,00;1 377,00;"projet de développement du transport et distribution de Gaz naturel ";"P26085";"projet de développement du transport et distribution de Gaz naturel ";null;null;"null";"null";"null";"null";29,75;29,00;"KWD";"KD";10,00;42,00;"FKDEA";"الصندوق الكويتي للتنمية الاقتصادية العربية";"Fonds Koweïtien pour le Développement Economique Arabe";"null";8,00;null;"871";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";25,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;249,55;"null";null;false;20/04/2026 10:14;null;"null";"null";"null";null;null;"null";"null";"null";17/05/2013;31/12/2015;31/08/2026;"null";1,00;"01";"مشروع";"Projet";17,93;7,07;71,72;1;false;null;null;null
3 188,00;1 379,00;"Construction des ponts sur les routes classées";"P26087";"Construction des ponts sur les routes classées";null;null;"null";"null";"null";"null";210,00;37,00;"KWD";"KD";200,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"640-17";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";20,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;199,64;"2.5%";null;false;20/04/2026 10:24;null;"null";"null";"null";null;null;"null";"null";"null";18/04/2017;25/10/2022;31/12/2026;"null";1,00;"01";"مشروع";"Projet";18,58;1,42;92,90;1;false;null;null;null
3 191,00;1 388,00;"Appui à l'enseignement primaire ";"P26090";"Appui à l'enseignement primaire ";null;null;"null";"null";"null";"null";496,00;37,00;"KWD";"KD";500,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"650-17";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";50,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;499,10;"2.5%";null;false;20/04/2026 10:52;null;"null";"null";"null";null;null;"null";"null";"null";28/02/2018;08/05/2023;31/12/2028;"null";1,00;"01";"مشروع";"Projet";30,52;19,48;61,04;1;false;null;null;null
3 193,00;1 397,00;"Programme de développement intégré3";"P26092";"Programme de développement intégré3";null;null;"null";"null";"null";"null";570,00;37,00;"KWD";"KD";500,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"655-18";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";50,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;499,10;"2.5%";null;false;20/04/2026 13:19;null;"null";"null";"null";null;null;"null";"null";"null";10/04/2018;07/10/2027;07/10/2027;"null";1,00;"01";"مشروع";"Projet";6,00;44,00;12,00;0;false;null;null;null
3 194,00;1 402,00;"Maintenance de la mosquée ""le Roi Abdelaziz Al Saoud"" à Tunis";"P26093";"Maintenance de la mosquée ""le Roi Abdelaziz Al Saoud"" à Tunis";null;null;"null";"null";"null";"null";2,00;35,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"14/1440";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";2,00;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;1,54;"null";null;false;20/04/2026 13:33;null;"null";"null";"null";null;null;"null";"null";"null";13/12/2018;31/12/2021;31/12/2025;"null";1,00;"01";"مشروع";"Projet";0,00;2,00;0,00;1;false;null;null;null
3 195,00;1 403,00;"Barrages tessa et KHALLED";"P26094";"Barrages tessa et KHALLED";null;null;"null";"null";"null";"null";337,00;37,00;"KWD";"KD";300,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"661-18";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";30,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;299,46;"2.5%";null;false;20/04/2026 13:44;null;"null";"null";"null";null;null;"null";"null";"null";28/01/2019;22/09/2027;22/09/2027;"null";1,00;"01";"مشروع";"Projet";0,91;29,09;3,03;0;false;null;null;null
3 196,00;1 404,00;"Restauration de la mosquée ""Zitouna et les Zone de la médina de Tunis";"P26095";"Restauration de la mosquée ""Zitouna et les Zone de la médina de Tunis";null;null;"null";"null";"null";"null";5,00;38,00;"USD";"$";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"15/1439";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";5,00;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;15,32;"null";null;false;20/04/2026 13:46;null;"null";"null";"null";null;null;"null";"null";"null";03/04/2018;31/12/2023;31/12/2027;"null";1,00;"01";"مشروع";"Projet";0,00;5,00;0,00;1;false;null;null;null
3 197,00;1 405,00;"Le programme d'urgence pour lutter contre les effets de la pandémie COVID-19";"P26096";"Le programme d'urgence pour lutter contre les effets de la pandémie COVID-19";null;null;"null";"null";"null";"null";270,00;37,00;"KWD";"KD";300,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"P26096";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";30,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;299,46;"2%";null;false;20/04/2026 14:07;null;"null";"null";"null";null;null;"null";"null";"null";27/04/2020;22/09/2027;22/09/2027;"null";1,00;"01";"مشروع";"Projet";12,98;17,02;43,27;0;false;null;null;null
3 200,00;1 410,00;"Restauration de la mosquée"" Okba Ibn Nafaa et la Médina "" Kairouan";"P26097";"Restauration de la mosquée"" Okba Ibn Nafaa et la Médina "" Kairouan";null;null;"null";"null";"null";"null";15,00;38,00;"USD";"$";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"30/1438";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";15,00;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;45,96;"null";31/12/2027;false;20/04/2026 14:28;null;"null";"null";"null";null;null;"null";"null";"null";27/07/2017;31/12/2022;31/12/2027;"null";1,00;"01";"مشروع";"Projet";0,00;15,00;0,00;1;false;null;null;null
3 199,00;1 414,00;"Développement Agricol Intégré du Sud du Gouvernorat Kasserine";"P26098";"Développement Agricol Intégré du Sud du Gouvernorat Kasserine";null;null;"null";"null";"null";"null";240,00;37,00;"KWD";"KD";null;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"689-22";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";17,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;169,69;"2.5%";null;false;20/04/2026 14:28;null;"null";"null";"null";null;null;"null";"null";"null";18/09/2022;22/05/2030;22/05/2030;"null";1,00;"01";"مشروع";"Projet";0,97;16,03;5,71;0;false;null;null;null
3 202,00;1 425,00;"Construction et réhabilitation des routes classées";"P26100";"Construction et réhabilitation des routes classées";null;null;"null";"null";"null";"null";237,00;37,00;"KWD";"KD";150,00;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"691-25";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";16,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;159,71;"3%";null;false;20/04/2026 14:34;null;"null";"null";"null";null;null;"null";"null";"null";29/04/2023;06/03/2028;06/03/2028;"null";1,00;"01";"مشروع";"Projet";3,16;12,84;19,75;0;false;null;null;null
3 130,00;1 220,00;"projet d'appui technique à la digitalisation et à l’innovation PATDFIC";"PAT26006";"Projet d'Appui Technique à la Digitalisation et à l’Innovation de Filiére Céréalére ( PATDFIC)";null;null;"null";"null";"null";"null";300,00;41,00;"UC";"UC";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5500155014902";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,30;41,00;"UC";"UC";"Unité de compte";"Unité de compte";"null";4,19;1,26;"null";null;false;20/04/2026 14:39;null;"null";"null";"null";null;null;"null";"null";"null";07/07/2023;30/06/2025;31/12/2026;"null";1,00;"01";"مشروع";"Projet";0,03;0,27;10,00;1;false;null;null;null
3 343,00;1 427,00;"Projet d'amélioration de la route nationale n° 20 dans le gouvernorat de Kebili";"P26102";"Projet d'amélioration de la route nationale n° 20 dans le gouvernorat de Kebili";null;null;"null";"null";"null";"null";82,00;37,00;"KWD";"KD";null;40,00;"FADES";"الصندوق العربي للإنماء الاقتصادي والاجتماعي";"Fonds Arabe pour le Développement Economique et Social";"null";8,00;null;"698-24";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";7,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";9,98;69,87;"null";null;false;21/04/2026 08:35;null;"null";"null";"null";null;null;"null";"null";"null";20/02/2025;29/01/2023;29/01/2023;"null";1,00;"01";"مشروع";"Projet";0,00;7,00;0,00;0;false;null;null;null
3 206,00;1 434,00;"Protection des villes et des zones urbaines contre les inondations ";"P26103";"Protection des villes et des zones urbaines contre les inondations ";null;null;"null";"null";"null";"null";228,00;35,00;"SAR";"SAR";228,00;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"30/741";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";228,00;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,81;184,68;"2%";null;false;21/04/2026 09:15;null;"null";"null";"null";null;null;"null";"null";"null";29/03/2019;30/06/2028;30/06/2028;"null";1,00;"01";"مشروع";"Projet";86,00;142,00;37,72;0;false;null;null;0,00
3 205,00;1 439,00;"Soutien à la SIPHAT pour des missions d'accés aux marchés africaains et l'enregistrement de médicaments en Libye , au Sénégal, , au Cameroun et au Togo";"PAT26020";"Soutien à la SIPHAT pour des missions d'accés aux marchés africaains et l'enregistrement de médicaments en Libye , au Sénégal, , au Cameroun et au Togo";null;null;"null";"null";"null";"null";0,07;38,00;"USD";"$";null;125,00;"ITFC";"المؤسسة الدولية الإسلامية لتمويل التجارة";"Société islamique internationale de financement du commerce";"null";8,00;null;"AATB-2";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,07;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;0,20;"null";null;false;21/04/2026 09:18;null;"null";"null";"null";null;null;"null";"null";"null";01/01/2023;31/12/2023;31/12/2023;"null";1,00;"01";"مشروع";"Projet";0,00;0,07;0,00;0;false;null;null;null
3 204,00;1 438,00;"soutien au biotechpole pour la rénovation et l'equipement d'un laboratoire, le développement de prototypes en biotechnologie, et l'accompagnements des start-ups en biothechnologie médicale.";"PAT26019";"soutien au Biotechpole Sidi Thabet pour la rénovation et l'equipement d'un laboratoire, le développement de prototypes en biotechnologie, et l'accompagnements des start-ups en biothechnologie médicale.";null;null;"null";"null";"null";"null";0,10;38,00;"USD";"$";null;125,00;"ITFC";"المؤسسة الدولية الإسلامية لتمويل التجارة";"Société islamique internationale de financement du commerce";"null";8,00;null;"AATB-1";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,10;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;0,31;"null";null;false;21/04/2026 09:28;null;"null";"null";"null";null;null;"null";"null";"null";01/01/2024;22/04/2026;22/04/2026;"null";1,00;"01";"مشروع";"Projet";0,00;0,10;0,00;0;false;null;null;null
3 203,00;1 421,00;"Organisation d'une session de formation dans le secteur de la pharmacie, des médicaments et de la chimie.";"PAT26018";"Biotechpole Sidi Thabet-ATCT: Organisation d'une session de formation dans le secteur de la pharmacie, des médicaments et de la chimie.";null;null;"null";"null";"null";"null";0,05;38,00;"USD";"$";0,05;125,00;"ITFC";"المؤسسة الدولية الإسلامية لتمويل التجارة";"Société islamique internationale de financement du commerce";"null";8,00;null;"AATB-3";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,47;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;1,44;"null";null;false;21/04/2026 09:28;null;"null";"null";"null";null;null;"null";"null";"null";01/06/2025;01/06/2026;01/06/2026;"null";1,00;"01";"مشروع";"Projet";0,00;0,47;0,00;0;false;null;null;null
3 207,00;1 442,00;"financment pour le CEPEX  d'une mission d'affaires dans le secteur des équipements et fournitures médicaux et paramédicaux, Abidjan-cote d'ivoire (22-24- avril 2025)";"PAT26021";"financment pour le CEPEX  d'une mission d'affaires dans le secteur des équipements et fournitures médicaux et paramédicaux, Abidjan-cote d'ivoire (22-24- avril 2025)";null;null;"null";"null";"null";"null";0,01;38,00;"USD";"$";null;125,00;"ITFC";"المؤسسة الدولية الإسلامية لتمويل التجارة";"Société islamique internationale de financement du commerce";"null";8,00;null;"AATB-2025-CPEX";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,01;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;0,03;"null";null;false;21/04/2026 09:42;null;"null";"null";"null";null;null;"null";"null";"null";01/01/2025;22/04/2026;22/04/2026;"null";1,00;"01";"مشروع";"Projet";0,00;0,01;0,00;0;false;null;null;null
3 208,00;1 443,00;"financment pour le CEPEX  d'une mission d'affaires dans le secteur des équipements et fournitures médicaux et paramédicaux,Nairobi-Kenya (14-16- mai2025)";"PAT26022";"financment pour le CEPEX  d'une mission d'affaires dans le secteur des équipements et fournitures médicaux et paramédicaux,Nairobi-Kenya (14-16- mai2025)";null;null;"null";"null";"null";"null";0,01;37,00;"USD";"$";null;125,00;"ITFC";"المؤسسة الدولية الإسلامية لتمويل التجارة";"Société islamique internationale de financement du commerce";"null";8,00;null;"AATB-2025-CEPEX-2";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,01;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;0,03;"null";null;false;21/04/2026 09:46;null;"null";"null";"null";null;null;"null";"null";"null";01/01/2025;22/04/2026;22/04/2026;"null";1,00;"01";"مشروع";"Projet";0,00;0,01;0,00;0;false;null;null;null
